Date,Commodity,Wholesale,Retail,Landing
2/27/2024,Karlang,28.00,50.00,12.00
2/27/2024,Cassava,18.00,18.00,20.00
2/26/2024,Gabi (bisol),40.00,65.00,16.00
2/26/2024,Kamote,26.00,35.00,18.00
2/26/2024,Karlang,28.00,50.00,12.00
2/26/2024,Cassava,18.00,18.00,20.00
2/25/2024,Gabi (bisol),40.00,65.00,16.00
2/25/2024,Kamote,26.00,35.00,18.00
2/25/2024,Karlang,28.00,50.00,12.00
2/25/2024,Cassava,18.00,18.00,20.00
2/24/2024,Gabi (bisol),40.00,65.00,16.00
2/24/2024,Kamote,26.00,35.00,18.00
2/24/2024,Karlang,28.00,50.00,12.00
2/24/2024,Cassava,18.00,80.00,20.00
2/23/2024,Gabi (bisol),40.00,35.00,16.00
2/23/2024,Kamote,26.00,50.00,17.00
2/23/2024,Karlang,28.00,18.00,22.00
2/23/2024,Cassava,18.00,18.00,20.00
2/22/2024,Gabi (bisol),40.00,50.00,16.00
2/22/2024,Kamote,26.00,35.00,17.00
2/22/2024,Karlang,28.00,35.00,22.00
2/22/2024,Cassava,18.00,18.00,20.00
2/21/2024,Gabi (bisol),40.00,65.00,16.00
2/21/2024,Kamote,26.00,35.00,17.00
2/21/2024,Karlang,28.00,50.00,22.00
2/21/2024,Cassava,18.00,18.00,20.00
2/20/2024,Gabi (bisol),40.00,65.00,16.00
2/20/2024,Kamote,26.00,35.00,17.00
2/20/2024,Karlang,28.00,35.00,22.00
2/20/2024,Cassava,18.00,80.00,20.00
2/19/2024,Gabi (bisol),40.00,35.00,16.00
2/19/2024,Kamote,35.00,50.00,20.00
2/19/2024,Karlang,22.00,18.00,14.00
2/19/2024,Cassava,18.00,80.00,20.00
2/18/2024,Gabi (bisol),30.00,35.00,16.00
2/18/2024,Kamote,25.00,50.00,20.00
2/18/2024,Karlang,22.00,18.00,14.00
2/18/2024,Cassava,18.00,80.00,20.00
2/17/2024,Gabi (bisol),30.00,35.00,16.00
2/17/2024,Kamote,25.00,50.00,20.00
2/17/2024,Karlang,22.00,18.00,14.00
2/17/2024,Cassava,18.00,80.00,20.00
2/16/2024,Gabi (bisol),30.00,35.00,16.00
2/16/2024,Kamote,25.00,50.00,20.00
2/16/2024,Karlang,22.00,18.00,14.00
2/16/2024,Cassava,18.00,35.00,20.00
2/15/2024,Gabi (bisol),30.00,50.00,16.00
2/15/2024,Kamote,25.00,30.00,20.00
2/15/2024,Karlang,22.00,40.00,14.00
2/15/2024,Cassava,18.00,35.00,20.00
2/14/2024,Gabi (bisol),30.00,50.00,16.00
2/14/2024,Kamote,25.00,18.00,20.00
2/14/2024,Karlang,22.00,35.00,14.00
2/14/2024,Cassava,18.00,47.00,20.00
2/13/2024,Gabi (bisol),30.00,50.00,16.00
2/13/2024,Kamote,25.00,30.00,17.00
2/13/2024,Karlang,22.00,20.00,14.00
2/13/2024,Cassava,18.00,35.00,20.00
2/12/2024,Gabi (bisol),30.00,50.00,16.00
2/12/2024,Kamote,25.00,30.00,17.00
2/12/2024,Karlang,28.00,35.00,14.00
2/12/2024,Cassava,18.00,18.00,20.00
2/11/2024,Gabi (bisol),30.00,18.00,16.00
2/11/2024,Kamote,20.00,40.00,16.00
2/11/2024,Karlang,25.00,45.00,19.00
2/11/2024,Cassava,18.00,20.00,20.00
2/10/2024,Gabi (bisol),30.00,35.00,16.00
2/10/2024,Kamote,20.00,40.00,16.00
2/10/2024,Karlang,25.00,45.00,19.00
2/10/2024,Cassava,18.00,20.00,20.00
2/9/2024,Gabi (bisol),30.00,35.00,16.00
2/9/2024,Kamote,20.00,40.00,16.00
2/9/2024,Karlang,25.00,45.00,19.00
2/9/2024,Cassava,18.00,20.00,20.00
2/8/2024,Gabi (bisol),30.00,47.00,16.00
2/8/2024,Kamote,20.00,40.00,16.00
2/8/2024,Karlang,25.00,45.00,19.00
2/8/2024,Cassava,18.00,20.00,20.00
2/7/2024,Gabi (bisol),30.00,35.00,16.00
2/7/2024,Kamote,17.00,47.00,16.00
2/7/2024,Karlang,16.00,25.00,19.00
2/7/2024,Cassava,18.00,18.00,20.00
2/6/2024,Gabi (bisol),30.00,35.00,16.00
2/6/2024,Kamote,17.00,40.00,19.00
2/6/2024,Karlang,16.00,50.00,19.00
2/6/2024,Cassava,18.00,18.00,20.00
2/5/2024,Gabi (bisol),30.00,35.00,16.00
2/5/2024,Kamote,17.00,40.00,19.00
2/5/2024,Karlang,16.00,60.00,19.00
2/5/2024,Cassava,18.00,35.00,20.00
2/4/2024,Gabi (bisol),30.00,50.00,16.00
2/4/2024,Kamote,17.00,18.00,19.00
2/4/2024,Karlang,16.00,60.00,19.00
2/4/2024,Cassava,18.00,35.00,20.00
2/3/2024,Gabi (bisol),30.00,50.00,16.00
2/3/2024,Kamote,17.00,18.00,19.00
2/3/2024,Karlang,16.00,60.00,19.00
2/3/2024,Cassava,18.00,35.00,20.00
2/2/2024,Gabi (bisol),30.00,50.00,16.00
2/2/2024,Kamote,17.00,18.00,19.00
2/2/2024,Karlang,16.00,60.00,19.00
2/2/2024,Cassava,18.00,35.00,20.00
2/1/2024,Gabi (bisol),30.00,50.00,16.00
2/1/2024,Kamote,17.00,40.00,19.00
2/1/2024,Karlang,16.00,20.00,19.00
2/1/2024,Cassava,18.00,18.00,20.00
1/31/2024,Gabi (bisol),30.00,30.00,16.00
1/31/2024,Kamote,17.00,25.00,19.00
1/31/2024,Karlang,16.00,40.00,19.00
1/31/2024,Cassava,18.00,20.00,20.00
1/30/2024,Gabi (bisol),30.00,30.00,20.00
1/30/2024,Kamote,17.00,25.00,17.00
1/30/2024,Karlang,16.00,40.00,14.00
1/30/2024,Cassava,18.00,20.00,20.00
1/29/2024,Gabi (bisol),30.00,30.00,20.00
1/29/2024,Kamote,17.00,25.00,17.00
1/29/2024,Karlang,16.00,40.00,14.00
1/29/2024,Cassava,18.00,20.00,20.00
1/28/2024,Gabi (bisol),30.00,30.00,20.00
1/28/2024,Kamote,17.00,25.00,17.00
1/28/2024,Karlang,16.00,40.00,14.00
1/28/2024,Cassava,18.00,20.00,20.00
1/27/2024,Gabi (bisol),30.00,30.00,20.00
1/27/2024,Kamote,17.00,25.00,17.00
1/27/2024,Karlang,16.00,40.00,14.00
1/27/2024,Cassava,18.00,20.00,20.00
1/26/2024,Gabi (bisol),30.00,60.00,20.00
1/26/2024,Kamote,17.00,35.00,17.00
1/26/2024,Karlang,16.00,50.00,14.00
1/26/2024,Cassava,18.00,18.00,20.00
1/25/2024,Gabi (bisol),30.00,40.00,20.00
1/25/2024,Kamote,17.00,30.00,17.00
1/25/2024,Karlang,16.00,50.00,14.00
1/25/2024,Cassava,18.00,18.00,20.00
1/24/2024,Gabi (bisol),30.00,60.00,20.00
1/24/2024,Kamote,17.00,35.00,17.00
1/24/2024,Karlang,16.00,50.00,14.00
1/24/2024,Cassava,18.00,18.00,20.00
1/23/2024,Gabi (bisol),30.00,60.00,20.00
1/23/2024,Kamote,17.00,35.00,17.00
1/23/2024,Karlang,16.00,50.00,14.00
1/23/2024,Cassava,18.00,18.00,20.00
1/22/2024,Gabi (bisol),30.00,60.00,20.00
1/22/2024,Kamote,17.00,35.00,17.00
1/22/2024,Karlang,16.00,50.00,14.00
1/22/2024,Cassava,18.00,18.00,20.00
1/21/2024,Gabi (bisol),30.00,60.00,20.00
1/21/2024,Kamote,17.00,35.00,17.00
1/21/2024,Karlang,16.00,50.00,14.00
1/21/2024,Cassava,18.00,18.00,20.00
1/20/2024,Gabi (bisol),30.00,60.00,20.00
1/20/2024,Kamote,17.00,35.00,17.00
1/20/2024,Karlang,16.00,50.00,14.00
1/20/2024,Cassava,18.00,18.00,20.00
1/19/2024,Gabi (bisol),30.00,60.00,20.00
1/19/2024,Kamote,17.00,35.00,17.00
1/19/2024,Karlang,16.00,50.00,14.00
1/19/2024,Cassava,18.00,18.00,20.00
1/18/2024,Gabi (bisol),30.00,60.00,20.00
1/18/2024,Kamote,17.00,35.00,17.00
1/18/2024,Karlang,16.00,50.00,14.00
1/18/2024,Cassava,18.00,18.00,20.00
1/17/2024,Gabi (bisol),30.00,35.00,20.00
1/17/2024,Kamote,17.00,30.00,17.00
1/17/2024,Karlang,16.00,40.00,14.00
1/17/2024,Cassava,18.00,18.00,20.00
1/16/2024,Gabi (bisol),30.00,35.00,20.00
1/16/2024,Kamote,17.00,30.00,20.00
1/16/2024,Karlang,16.00,40.00,18.00
1/16/2024,Cassava,18.00,18.00,20.00
1/15/2024,Gabi (bisol),30.00,70.00,20.00
1/15/2024,Kamote,17.00,30.00,20.00
1/15/2024,Karlang,16.00,40.00,18.00
1/15/2024,Cassava,18.00,18.00,20.00
1/14/2024,Gabi (bisol),30.00,35.00,20.00
1/14/2024,Kamote,17.00,30.00,18.00
1/14/2024,Karlang,16.00,40.00,20.00
1/14/2024,Cassava,18.00,18.00,14.00
1/13/2024,Gabi (bisol),30.00,35.00,20.00
1/13/2024,Kamote,17.00,30.00,18.00
1/13/2024,Karlang,16.00,40.00,20.00
1/13/2024,Cassava,18.00,18.00,14.00
1/12/2024,Gabi (bisol),30.00,70.00,20.00
1/12/2024,Kamote,17.00,35.00,18.00
1/12/2024,Karlang,16.00,50.00,20.00
1/12/2024,Cassava,18.00,18.00,14.00
1/11/2024,Gabi (bisol),30.00,70.00,20.00
1/11/2024,Kamote,17.00,30.00,18.00
1/11/2024,Karlang,16.00,40.00,15.00
1/11/2024,Cassava,18.00,18.00,14.00
1/10/2024,Gabi (bisol),30.00,70.00,20.00
1/10/2024,Kamote,17.00,30.00,18.00
1/10/2024,Karlang,16.00,40.00,15.00
1/10/2024,Cassava,18.00,18.00,14.00
1/9/2024,Gabi (bisol),30.00,70.00,20.00
1/9/2024,Kamote,17.00,30.00,18.00
1/9/2024,Karlang,16.00,40.00,15.00
1/9/2024,Cassava,18.00,18.00,14.00
1/8/2024,Gabi (bisol),30.00,70.00,20.00
1/8/2024,Kamote,17.00,30.00,18.00
1/8/2024,Karlang,16.00,40.00,15.00
1/8/2024,Cassava,18.00,18.00,14.00
1/7/2024,Gabi (bisol),30.00,70.00,20.00
1/7/2024,Kamote,17.00,30.00,18.00
1/7/2024,Karlang,16.00,40.00,15.00
1/7/2024,Cassava,18.00,18.00,14.00
1/6/2024,Gabi (bisol),30.00,70.00,20.00
1/6/2024,Kamote,17.00,30.00,18.00
1/6/2024,Karlang,16.00,40.00,15.00
1/6/2024,Cassava,18.00,18.00,14.00
1/5/2024,Gabi (bisol),30.00,70.00,20.00
1/5/2024,Kamote,17.00,30.00,18.00
1/5/2024,Karlang,16.00,40.00,15.00
1/5/2024,Cassava,18.00,18.00,14.00
1/4/2024,Gabi (bisol),30.00,70.00,20.00
1/4/2024,Kamote,17.00,30.00,18.00
1/4/2024,Karlang,16.00,40.00,15.00
1/4/2024,Cassava,18.00,18.00,14.00
1/3/2024,Gabi (bisol),30.00,70.00,20.00
1/3/2024,Kamote,17.00,30.00,18.00
1/3/2024,Karlang,16.00,40.00,15.00
1/3/2024,Cassava,18.00,18.00,14.00
1/2/2024,Gabi (bisol),30.00,70.00,20.00
1/2/2024,Kamote,17.00,30.00,18.00
1/2/2024,Karlang,16.00,40.00,15.00
1/2/2024,Cassava,18.00,18.00,14.00
1/1/2024,Gabi (bisol),30.00,70.00,20.00
1/1/2024,Kamote,17.00,30.00,18.00
1/1/2024,Karlang,16.00,40.00,15.00
1/1/2024,Cassava,18.00,18.00,14.00
12/31/2023,Gabi (bisol),30.00,70.00,20.00
12/31/2023,Kamote,17.00,35.00,18.00
12/31/2023,Karlang,16.00,50.00,15.00
12/31/2023,Cassava,18.00,18.00,14.00
12/30/2023,Gabi (bisol),30.00,70.00,20.00
12/30/2023,Kamote,17.00,35.00,20.00
12/30/2023,Karlang,16.00,50.00,14.00
12/30/2023,Cassava,18.00,18.00,14.00
12/29/2023,Gabi (bisol),30.00,70.00,20.00
12/29/2023,Kamote,17.00,35.00,20.00
12/29/2023,Karlang,16.00,50.00,14.00
12/29/2023,Cassava,18.00,18.00,14.00
12/28/2023,Gabi (bisol),30.00,70.00,20.00
12/28/2023,Kamote,17.00,35.00,20.00
12/28/2023,Karlang,16.00,50.00,14.00
12/28/2023,Cassava,18.00,18.00,14.00
12/27/2023,Gabi (bisol),30.00,70.00,20.00
12/27/2023,Kamote,17.00,35.00,20.00
12/27/2023,Karlang,16.00,50.00,14.00
12/27/2023,Cassava,18.00,18.00,14.00
12/26/2023,Gabi (bisol),30.00,70.00,20.00
12/26/2023,Kamote,17.00,35.00,20.00
12/26/2023,Karlang,16.00,50.00,14.00
12/26/2023,Cassava,18.00,18.00,14.00
12/25/2023,Gabi (bisol),30.00,70.00,20.00
12/25/2023,Kamote,17.00,35.00,20.00
12/25/2023,Karlang,16.00,50.00,14.00
12/25/2023,Cassava,18.00,18.00,14.00
12/24/2023,Gabi (bisol),30.00,70.00,20.00
12/24/2023,Kamote,17.00,35.00,20.00
12/24/2023,Karlang,16.00,50.00,14.00
12/24/2023,Cassava,18.00,18.00,14.00
12/23/2023,Gabi (bisol),30.00,70.00,20.00
12/23/2023,Kamote,17.00,35.00,20.00
12/23/2023,Karlang,16.00,50.00,14.00
12/23/2023,Cassava,18.00,18.00,14.00
12/22/2023,Gabi (bisol),30.00,70.00,20.00
12/22/2023,Kamote,17.00,35.00,20.00
12/22/2023,Karlang,16.00,50.00,14.00
12/22/2023,Cassava,18.00,18.00,14.00
12/21/2023,Gabi (bisol),30.00,70.00,20.00
12/21/2023,Kamote,17.00,35.00,20.00
12/21/2023,Karlang,16.00,50.00,14.00
12/21/2023,Cassava,18.00,18.00,14.00
12/20/2023,Gabi (bisol),30.00,70.00,20.00
12/20/2023,Kamote,17.00,35.00,20.00
12/20/2023,Karlang,16.00,50.00,14.00
12/20/2023,Cassava,18.00,18.00,14.00
12/19/2023,Gabi (bisol),30.00,70.00,20.00
12/19/2023,Kamote,17.00,35.00,20.00
12/19/2023,Karlang,16.00,50.00,14.00
12/19/2023,Cassava,18.00,18.00,14.00
12/18/2023,Gabi (bisol),30.00,70.00,20.00
12/18/2023,Kamote,17.00,35.00,20.00
12/18/2023,Karlang,16.00,50.00,14.00
12/18/2023,Cassava,18.00,18.00,14.00
12/17/2023,Gabi (bisol),30.00,70.00,20.00
12/17/2023,Kamote,17.00,35.00,20.00
12/17/2023,Karlang,16.00,50.00,14.00
12/17/2023,Cassava,18.00,18.00,14.00
12/16/2023,Gabi (bisol),30.00,70.00,20.00
12/16/2023,Kamote,17.00,35.00,20.00
12/16/2023,Karlang,16.00,50.00,14.00
12/16/2023,Cassava,18.00,18.00,14.00
12/15/2023,Gabi (bisol),30.00,70.00,20.00
12/15/2023,Kamote,17.00,35.00,20.00
12/15/2023,Karlang,16.00,50.00,14.00
12/15/2023,Cassava,18.00,18.00,14.00
12/14/2023,Gabi (bisol),30.00,50.00,20.00
12/14/2023,Kamote,25.00,30.00,20.00
12/14/2023,Karlang,25.00,40.00,14.00
12/14/2023,Cassava,20.00,15.00,14.00
12/13/2023,Gabi (bisol),30.00,35.00,20.00
12/13/2023,Kamote,17.00,45.00,20.00
12/13/2023,Karlang,16.00,18.00,14.00
12/13/2023,Cassava,18.00,60.00,14.00
12/12/2023,Gabi (bisol),30.00,35.00,20.00
12/12/2023,Kamote,17.00,40.00,20.00
12/12/2023,Karlang,16.00,18.00,14.00
12/12/2023,Cassava,18.00,60.00,14.00
12/11/2023,Gabi (bisol),30.00,35.00,20.00
12/11/2023,Kamote,25.00,40.00,20.00
12/11/2023,Karlang,25.00,18.00,14.00
12/11/2023,Cassava,20.00,60.00,14.00
12/10/2023,Gabi (bisol),30.00,35.00,20.00
12/10/2023,Kamote,17.00,40.00,20.00
12/10/2023,Karlang,16.00,18.00,14.00
12/10/2023,Cassava,18.00,60.00,14.00
12/9/2023,Gabi (bisol),30.00,35.00,20.00
12/9/2023,Kamote,17.00,40.00,20.00
12/9/2023,Karlang,16.00,18.00,14.00
12/9/2023,Cassava,18.00,60.00,14.00
12/8/2023,Gabi (bisol),30.00,35.00,20.00
12/8/2023,Kamote,17.00,40.00,20.00
12/8/2023,Karlang,16.00,35.00,14.00
12/8/2023,Cassava,18.00,18.00,14.00
12/7/2023,Gabi (bisol),30.00,60.00,20.00
12/7/2023,Kamote,24.00,20.00,20.00
12/7/2023,Karlang,20.00,20.00,14.00
12/7/2023,Cassava,18.00,18.00,14.00
12/6/2023,Gabi (bisol),30.00,60.00,20.00
12/6/2023,Kamote,24.00,20.00,20.00
12/6/2023,Karlang,20.00,20.00,30.00
12/6/2023,Cassava,18.00,18.00,14.00
12/5/2023,Gabi (bisol),30.00,60.00,20.00
12/5/2023,Kamote,24.00,20.00,20.00
12/5/2023,Karlang,20.00,20.00,30.00
12/5/2023,Cassava,18.00,18.00,14.00
12/4/2023,Gabi (bisol),30.00,60.00,20.00
12/4/2023,Kamote,24.00,20.00,20.00
12/4/2023,Karlang,20.00,20.00,30.00
12/4/2023,Cassava,18.00,18.00,14.00
12/3/2023,Gabi (bisol),30.00,60.00,20.00
12/3/2023,Kamote,24.00,20.00,20.00
12/3/2023,Karlang,20.00,20.00,30.00
12/3/2023,Cassava,18.00,18.00,14.00
12/2/2023,Gabi (bisol),30.00,60.00,20.00
12/2/2023,Kamote,24.00,20.00,20.00
12/2/2023,Karlang,20.00,20.00,30.00
12/2/2023,Cassava,18.00,18.00,14.00
12/1/2023,Gabi (bisol),30.00,60.00,20.00
12/1/2023,Kamote,24.00,20.00,20.00
12/1/2023,Karlang,20.00,20.00,30.00
12/1/2023,Cassava,18.00,18.00,14.00
11/30/2023,Gabi (bisol),30.00,60.00,20.00
11/30/2023,Kamote,24.00,24.00,20.00
11/30/2023,Karlang,20.00,20.00,14.00
11/30/2023,Cassava,18.00,18.00,18.00
11/29/2023,Gabi (bisol),30.00,60.00,20.00
11/29/2023,Kamote,24.00,20.00,20.00
11/29/2023,Karlang,20.00,20.00,14.00
11/29/2023,Cassava,18.00,18.00,18.00
11/28/2023,Gabi (bisol),30.00,45.00,20.00
11/28/2023,Kamote,24.00,18.00,20.00
11/28/2023,Karlang,20.00,60.00,14.00
11/28/2023,Cassava,18.00,35.00,18.00
11/27/2023,Gabi (bisol),30.00,47.50,20.00
11/27/2023,Kamote,30.00,20.00,20.00
11/27/2023,Karlang,25.00,20.00,14.00
11/27/2023,Cassava,18 .00,18.00,18.00
11/26/2023,Gabi (bisol),30.00,60.00,20.00
11/26/2023,Kamote,30.00,20.00,20.00
11/26/2023,Karlang,25.00,20.00,14.00
11/26/2023,Cassava,18.00,18.00,18.00
11/25/2023,Gabi (bisol),30.00,60.00,14.00
11/25/2023,Kamote,30.00,20.00,20.00
11/25/2023,Karlang,25.00,20.00,14.00
11/25/2023,Cassava,18.00,18.00,18.00
11/24/2023,Gabi (bisol),30.00,60.00,14.00
11/24/2023,Kamote,30.00,20.00,20.00
11/24/2023,Karlang,25.00,20.00,14.00
11/24/2023,Cassava,18.00,18.00,18.00
11/23/2023,Gabi (bisol),30.00,60.00,14.00
11/23/2023,Kamote,30.00,20.00,20.00
11/23/2023,Karlang,25.00,20.00,14.00
11/23/2023,Cassava,18.00,18.00,18.00
11/22/2023,Gabi (bisol),30.00,60.00,20.00
11/22/2023,Kamote,30.00,30.00,18.00
11/22/2023,Karlang,25.00,30.00,14.00
11/22/2023,Cassava,18.00,18.00,18.00
11/21/2023,Gabi (bisol),30.00,60.00,20.00
11/21/2023,Kamote,30.00,35.00,18.00
11/21/2023,Karlang,25.00,45.00,14.00
11/21/2023,Cassava,18.00,18.00,18.00
11/20/2023,Gabi (bisol),30.00,60.00,20.00
11/20/2023,Kamote,30.00,30.00,18.00
11/20/2023,Karlang,15.00,30.00,14.00
11/20/2023,Cassava,18.00,18.00,18.00
11/19/2023,Gabi (bisol),30.00,60.00,20.00
11/19/2023,Kamote,30.00,30.00,18.00
11/19/2023,Karlang,15.00,30.00,14.00
11/19/2023,Cassava,18.00,18.00,18.00
11/18/2023,Gabi (bisol),30.00,60.00,20.00
11/18/2023,Kamote,30.00,30.00,18.00
11/18/2023,Karlang,15.00,30.00,14.00
11/18/2023,Cassava,18.00,18.00,20.00
11/17/2023,Gabi (bisol),30.00,60.00,20.00
11/17/2023,Kamote,30.00,30.00,20.00
11/17/2023,Karlang,15.00,20.00,14.00
11/17/2023,Cassava,18.00,20.00,21.00
11/16/2023,Gabi (bisol),30.00,35.00,20.00
11/16/2023,Kamote,30.00,45.00,20.00
11/16/2023,Karlang,15.00,18.00,14.00
11/16/2023,Cassava,18.00,60.00,21.00
11/15/2023,Gabi (bisol),30.00,35.00,20.00
11/15/2023,Kamote,30.00,25.00,20.00
11/15/2023,Karlang,15.00,20.00,14.00
11/15/2023,Cassava,18.00,30.00,21.00
11/14/2023,Gabi (bisol),30.00,60.00,14.00
11/14/2023,Kamote,30.00,30.00,22.00
11/14/2023,Karlang,15.00,20.00,28.00
11/14/2023,Cassava,18.00,28.00,21.00
11/13/2023,Gabi (bisol),30.00,60.00,14.00
11/13/2023,Kamote,30.00,30.00,22.00
11/13/2023,Karlang,15.00,20.00,28.00
11/13/2023,Cassava,18.00,28.00,21.00
11/12/2023,Gabi (bisol),30.00,60.00,14.00
11/12/2023,Kamote,30.00,30.00,21.00
11/12/2023,Karlang,15.00,20.00,28.00
11/12/2023,Cassava,18.00,28.00,21.00
11/11/2023,Gabi (bisol),30.00,60.00,14.00
11/11/2023,Kamote,30.00,30.00,22.00
11/11/2023,Karlang,15.00,20.00,28.00
11/11/2023,Cassava,18.00,28.00,14.00
11/10/2023,Gabi (bisol),30.00,60.00,14.00
11/10/2023,Kamote,30.00,30.00,21.00
11/10/2023,Karlang,15.00,20.00,28.00
11/10/2023,Cassava,18.00,15.00,21.00
11/9/2023,Gabi (bisol),30.00,40.00,14.00
11/9/2023,Kamote,30.00,18.00,21.00
11/9/2023,Karlang,15.00,20.00,14.00
11/9/2023,Cassava,18.00,50.00,15.00
11/8/2023,Gabi (bisol),30.00,40.00,21.00
11/8/2023,Kamote,25.00,25.00,20.00
11/8/2023,Karlang,20.00,20.00,18.00
11/8/2023,Cassava,18.00,15.00,14.00
11/7/2023,Gabi (bisol),30.00,70.00,14.00
11/7/2023,Kamote,25.00,30.00,18.00
11/7/2023,Karlang,20.00,20.00,14.00
11/7/2023,Cassava,18.00,20.00,20.00
11/6/2023,Gabi (bisol),30.00,70.00,18.00
11/6/2023,Kamote,25.00,40.00,14.00
11/6/2023,Karlang,20.00,18.00,14.00
11/6/2023,Cassava,18.00,20.00,20.00
11/5/2023,Gabi (bisol),30.00,70.00,20.00
11/5/2023,Kamote,25.00,30.00,18.00
11/5/2023,Karlang,20.00,20.00,14.00
11/5/2023,Cassava,15.00,20.00,14.00
11/4/2023,Gabi (bisol),30.00,70.00,20.00
11/4/2023,Kamote,25.00,30.00,18.00
11/4/2023,Karlang,20.00,20.00,14.00
11/4/2023,Cassava,15.00,20.00,14.00
11/3/2023,Gabi (bisol),30.00,70.00,20.00
11/3/2023,Kamote,25.00,30.00,18.00
11/3/2023,Karlang,20.00,20.00,14.00
11/3/2023,Cassava,15.00,20.00,20.00
11/2/2023,Gabi (bisol),30.00,70.00,20.00
11/2/2023,Kamote,25.00,30.00,14.00
11/2/2023,Karlang,20.00,20.00,14.00
11/2/2023,Cassava,15.00,20.00,20.00
11/1/2023,Gabi (bisol),30.00,70.00,20.00
11/1/2023,Kamote,25.00,30.00,14.00
11/1/2023,Karlang,20.00,20.00,14.00
11/1/2023,Cassava,15.00,20.00,20.00
10/31/2023,Gabi (bisol),30.00,60.00,20.00
10/31/2023,Kamote,30.00,30.00,14.00
10/31/2023,Karlang,25.00,20.00,14.00
10/31/2023,Cassava,15.00,20.00,20.00
10/30/2023,Gabi (bisol),30.00,40.00,20.00
10/30/2023,Kamote,30.00,30.00,14.00
10/30/2023,Karlang,25.00,20.00,14.00
10/30/2023,Cassava,15.00,20.00,20.00
10/29/2023,Gabi (bisol),30.00,35.00,20.00
10/29/2023,Kamote,30.00,30.00,14.00
10/29/2023,Karlang,25.00,20.00,14.00
10/29/2023,Cassava,15.00,20.00,20.00
10/28/2023,Gabi (bisol),30.00,47.50,20.00
10/28/2023,Kamote,30.00,30.00,14.00
10/28/2023,Karlang,25.00,20.00,14.00
10/28/2023,Cassava,15.00,20.00,20.00
10/27/2023,Gabi (bisol),30.00,35.00,20.00
10/27/2023,Kamote,30.00,30.00,14.00
10/27/2023,Karlang,25.00,20.00,13.00
10/27/2023,Cassava,15.00,20.00,20.00
10/26/2023,Gabi (bisol),30.00,80.00,20.00
10/26/2023,Kamote,30.00,35.00,14.00
10/26/2023,Karlang,25.00,45.00,13.00
10/26/2023,Cassava,15.00,20.00,20.00
10/25/2023,Gabi (bisol),30.00,35.00,20.00
10/25/2023,Kamote,25.00,25.00,18.00
10/25/2023,Karlang,15.00,20.00,13.00
10/25/2023,Cassava,15.00,20.00,20.00
10/24/2023,Gabi (bisol),30.00,25.00,20.00
10/24/2023,Kamote,25.00,25.00,18.00
10/24/2023,Karlang,15.00,20.00,13.00
10/24/2023,Cassava,15.00,20.00,20.00
10/23/2023,Gabi (bisol),30.00,30.00,20.00
10/23/2023,Kamote,25.00,25.00,18.00
10/23/2023,Karlang,15.00,20.00,13.00
10/23/2023,Cassava,15.00,20.00,20.00
10/22/2023,Gabi (bisol),30.00,35.00,20.00
10/22/2023,Kamote,25.00,25.00,18.00
10/22/2023,Karlang,15.00,20.00,13.00
10/22/2023,Cassava,15.00,20.00,20.00
10/21/2023,Gabi (bisol),30.00,40.00,20.00
10/21/2023,Kamote,25.00,25.00,18.00
10/21/2023,Karlang,15.00,20.00,13.00
10/21/2023,Cassava,15.00,20.00,20.00
10/20/2023,Gabi (bisol),30.00,40.00,20.00
10/20/2023,Kamote,25.00,30.00,18.00
10/20/2023,Karlang,15.00,20.00,14.00
10/20/2023,Cassava,15.00,20.00,20.00
10/19/2023,Gabi (bisol),30.00,35.00,20.00
10/19/2023,Kamote,20.00,45.00,15.00
10/19/2023,Karlang,20.00,18.00,13.00
10/19/2023,Cassava,15.00,40.00,10.00
10/18/2023,Gabi (bisol),30.00,18.00,15.00
10/18/2023,Kamote,25.00,30.00,13.00
10/18/2023,Karlang,15.00,20.00,10.00
10/18/2023,Cassava,15.00,20.00,20.00
10/17/2023,Gabi (bisol),30.00,25.00,15.00
10/17/2023,Kamote,45.00,30.00,13.00
10/17/2023,Karlang,35.00,20.00,10.00
10/17/2023,Cassava,30.00,20.00,13.00
10/16/2023,Gabi (bisol),30.00,25.00,10.00
10/16/2023,Kamote,20.00,30.00,15.00
10/16/2023,Karlang,20.00,20.00,13.00
10/16/2023,Cassava,15.00,20.00,10.00
10/15/2023,Gabi (bisol),30.00,40.00,20.00
10/15/2023,Kamote,20.00,30.00,15.00
10/15/2023,Karlang,20.00,20.00,13.00
10/15/2023,Cassava,15.00,20.00,10.00
10/14/2023,Gabi (bisol),30.00,18.00,20.00
10/14/2023,Kamote,20.00,30.00,15.00
10/14/2023,Karlang,20.00,20.00,13.00
10/14/2023,Cassava,15.00,20.00,10.00
10/13/2023,Gabi (bisol),30.00,18.00,20.00
10/13/2023,Kamote,25.00,30.00,15.00
10/13/2023,Karlang,15.00,20.00,13.00
10/13/2023,Cassava,15.00,20.00,10.00
10/12/2023,Gabi (bisol),30.00,18.00,20.00
10/12/2023,Kamote,30.00,30.00,15.00
10/12/2023,Karlang,15.00,35.00,13.00
10/12/2023,Cassava,18.00,20.00,10.00
10/11/2023,Gabi (bisol),25.00,35.00,20.00
10/11/2023,Kamote,28.00,30.00,15.00
10/11/2023,Karlang,18.00,20.00,13.00
10/11/2023,Cassava,18.00,20.00,10.00
10/10/2023,Gabi (bisol),28.00,35.00,20.00
